name	ensembl_id	gene_name	synonyms
protein kinase C iota	ENSG00000163558	PRKCI	PRKCI,DXS1179E,PKCI
EYA transcriptional coactivator and phosphatase 2	ENSG00000064655	EYA2	EYA2,EAB1
proliferation-associated 2G4	ENSG00000170515	PA2G4	PA2G4
protein tyrosine phosphatase, non-receptor type 9	ENSG00000169410	PTPN9	PTPN9,MEG2
protein tyrosine phosphatase, receptor type R	ENSG00000153233	PTPRR	PTPRR,PTPRQ,PTPBR7,PTP-SL,EC-PTP,PCPTP1
endothelial PAS domain protein 1	ENSG00000116016	EPAS1	EPAS1,MOP2,PASD2,HIF2A,HLF,BHLHE73
lysophosphatidic acid receptor 2	ENSG00000064547	LPAR2	LPAR2,EDG4,EDG-4,LPA2
fatty acid binding protein 5	ENSG00000164687	FABP5	FABP5,E-FABP,PA-FABP,KFABP
ETS homologous factor	ENSG00000135373	EHF	EHF,ESE3,ESEJ
eukaryotic translation initiation factor 4B	ENSG00000063046	EIF4B	EIF4B
epithelial membrane protein 3	ENSG00000142227	EMP3	EMP3,YMP
solute carrier family 22 member 3	ENSG00000146477	SLC22A3	SLC22A3,OCT3,EMT
leucine zipper tumor suppressor 1	ENSG00000061337	LZTS1	LZTS1,FEZ1
protein tyrosine kinase 2	ENSG00000169398	PTK2	PTK2,FAK,FADK,FAK1,PPP1R71
stearoyl-CoA desaturase	ENSG00000099194	SCD	SCD,SCDOS,FADS5
ubiquitin D	ENSG00000213886	UBD	UBD,FAT10
FAU, ubiquitin like and ribosomal protein S30 fusion	ENSG00000149806	FAU	FAU,RPS30,FLJ22986,FUB1,FUBI,MNSFBETA,ASR1,S30
fibulin 2	ENSG00000163520	FBLN2	FBLN2
F-box protein 11	ENSG00000138081	FBXO11	FBXO11,FBX11,UBR6
vascular endothelial growth factor D	ENSG00000165197	VEGFD	VEGFD,FIGF,VEGF-D
SH3 and PX domains 2A	ENSG00000107957	SH3PXD2A	SH3PXD2A,SH3MD1,FISH,KIAA0418
FK506 binding protein 8	ENSG00000105701	FKBP8	FKBP8,FKBP38,FKBPR38
zeta chain of T cell receptor associated protein kinase 70	ENSG00000115085	ZAP70	ZAP70,SRK,ZAP-70,STD
long intergenic non-protein coding RNA 598	ENSG00000215483	LINC00598	LINC00598,TTL
PCNA clamp associated factor	ENSG00000166803	PCLAF	PCLAF,KIAA0101,NS5ATP9,OEATC-1,P15(PAF),PAF15
reprimo, TP53 dependent G2 arrest mediator homolog	ENSG00000177519	RPRM	RPRM,FLJ90327,REPRIMO
formyl peptide receptor 1	ENSG00000171051	FPR1	FPR1,FPR,FMLP
formin like 1	ENSG00000184922	FMNL1	FMNL1,C17ORF1B,FMNL,C17ORF1
forkhead box Q1	ENSG00000164379	FOXQ1	FOXQ1,HFH1
frizzled related protein	ENSG00000162998	FRZB	FRZB,FRZB-PEN,FRZB1,SRFP3,FRP-3,SFRP3,FRE,FRITZ,FRZB-1,FZRB,HFIZ
secreted frizzled related protein 2	ENSG00000145423	SFRP2	SFRP2,SARP1,SDF-5,FRP-2
furin, paired basic amino acid cleaving enzyme	ENSG00000140564	FURIN	FURIN,PCSK3,FUR,PACE,SPC1
FXYD domain containing ion transport regulator 3	ENSG00000089356	FXYD3	FXYD3,PLML,MAT-8
glutaminase 2	ENSG00000135423	GLS2	GLS2,GA,GLS,LGA,HLGA
polypeptide N-acetylgalactosaminyltransferase 6	ENSG00000139629	GALNT6	GALNT6,GALNAC-T6
transglutaminase 2	ENSG00000198959	TGM2	TGM2,TGC
YEATS domain containing 4	ENSG00000127337	YEATS4	YEATS4,NUBI-1,GAS41,YAF9
gastrin	ENSG00000184502	GAST	GAST,GAS
nuclear receptor subfamily 3 group C member 1	ENSG00000113580	NR3C1	NR3C1,GRL,GR
nuclear receptor subfamily 4 group A member 1	ENSG00000123358	NR4A1	NR4A1,HMR,GFRP1,TR3,N10,NAK-1,NGFIB,NUR77
GLIS family zinc finger 2	ENSG00000126603	GLIS2	GLIS2,NPHP7
histone deacetylase 1	ENSG00000116478	HDAC1	HDAC1,RPD3L1,HD1,GON-10
glypican 1	ENSG00000063660	GPC1	GPC1,GLYPICAN
G protein-coupled receptor class C group 5 member A	ENSG00000013588	GPRC5A	GPRC5A,RAI3,RAIG1,TIG1,PEIG-1
glutamate metabotropic receptor 1	ENSG00000152822	GRM1	GRM1,GPRC1A,MGLU1,MGLUR1,PPP1R85
glutathione peroxidase 3	ENSG00000211445	GPX3	GPX3
growth regulating estrogen receptor binding 1	ENSG00000196208	GREB1	GREB1,KIAA0575
gasdermin B	ENSG00000073605	GSDMB	GSDMB,GSDML,PRO2521
glutathione S-transferase alpha 1	ENSG00000243955	GSTA1	GSTA1
HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1	ENSG00000085382	HACE1	HACE1,KIAA1320
WW and C2 domain containing 1	ENSG00000113645	WWC1	WWC1,KIBRA,KIAA0869,PPP1R168
minichromosome maintenance complex component 3	ENSG00000112118	MCM3	MCM3
NDC80, kinetochore complex component	ENSG00000080986	NDC80	NDC80,KNTC2,HEC,HEC1,HSNDC80,TID3
helicase, lymphoid specific	ENSG00000119969	HELLS	HELLS,PASG,SMARCA6,LSH,NBLA10143
integrin linked kinase	ENSG00000166333	ILK	ILK
protein tyrosine phosphatase, receptor type A	ENSG00000132670	PTPRA	PTPRA,PTPRL2,PTPA,LRP,HLPR,HPTPA,RPTPA
insulin receptor substrate 1	ENSG00000169047	IRS1	IRS1,HIRS-1
piwi like RNA-mediated gene silencing 1	ENSG00000125207	PIWIL1	PIWIL1,PIWI,HIWI,CT80.1
major histocompatibility complex, class I, G	ENSG00000204632	HLA-G	HLA-G
proliferation and apoptosis adaptor protein 15	ENSG00000162734	PEA15	PEA15,HMAT1,MAT1,PED,PEA-15,MAT1H,HUMMAT1H,PED-PEA15,PED/PEA15
high mobility group nucleosome binding domain 5	ENSG00000198157	HMGN5	HMGN5,NSBP1
hepatocyte nuclear factor 4 alpha	ENSG00000101076	HNF4A	HNF4A,TCF14,MODY,MODY1,NR2A1,HNF4
kallikrein related peptidase 8	ENSG00000129455	KLK8	KLK8,PRSS19,HNP,TADG14,NEUROPSIN,OVASIN
SNW domain containing 1	ENSG00000100603	SNW1	SNW1,SKIIP,NCOA-62,SKIP,PRP45,PRPF45,BX42,SKIP1,FUN20
homeobox C8	ENSG00000037965	HOXC8	HOXC8,HOX3,HOX3A
maternal embryonic leucine zipper kinase	ENSG00000165304	MELK	MELK,KIAA0175
retinoic acid receptor responder 3	ENSG00000118849	RARRES1	RARRES1,TIG3,HRASLS4
heat shock protein family A (Hsp70) member 8	ENSG00000109971	HSPA8	HSPA8,HSPA10,HSC71,HSC70,HSP73
SET and MYND domain containing 2	ENSG00000143499	SMYD2	SMYD2,HSKM-B,ZMYND14,KMT3C
sulfatase 1	ENSG00000137573	SULF1	SULF1,KIAA1077,SULF-1,HSULF-1
HtrA serine peptidase 2	ENSG00000115317	HTRA2	HTRA2,PRSS25,OMI,PARK13
HtrA serine peptidase 3	ENSG00000170801	HTRA3	HTRA3,TASP,PRSP
inhibitor of DNA binding 1, HLH protein	ENSG00000125968	ID1	ID1,DJ857M17.1.2,BHLHB24
karyopherin subunit beta 1	ENSG00000108424	KPNB1	KPNB1,NTF97,IPOB,MGC2155,MGC2156,MGC2157,IMB1,IMPNB,IPO1
inhibitor of growth family member 1	ENSG00000153487	ING1	ING1,P33ING1,P33ING1B,P24ING1C,P33,P47,P47ING1A
inhibitor of growth family, X-linked (pseudogene)	ENSG00000243468	INGX	INGX,ING2,ING1-LIKE
inositol polyphosphate-4-phosphatase type II B	ENSG00000109452	INPP4B	INPP4B
solute carrier family 24 member 5	ENSG00000188467	SLC24A5	SLC24A5,JSX,OCA6
6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	ENSG00000170525	PFKFB3	PFKFB3
progesterone receptor	ENSG00000082175	PGR	PGR,PR,NR3C3
X-ray repair cross complementing 5	ENSG00000079246	XRCC5	XRCC5,KU80,KARP-1,KU86,KUB2
PERP, TP53 apoptosis effector	ENSG00000112378	PERP	PERP,PIGPC1,DJ496H19.1,KCP1,THW,KRTCAP1
WD repeat domain 48	ENSG00000114742	WDR48	WDR48,KIAA1449,P80,SPG60
marker of proliferation Ki-67	ENSG00000148773	MKI67	MKI67,MIB-,PPP1R105
U2AF homology motif kinase 1	ENSG00000152332	UHMK1	UHMK1,KIS,KIST
kallikrein related peptidase 12	ENSG00000186474	KLK12	KLK12,KLK-L5
kallikrein related peptidase 13	ENSG00000167759	KLK13	KLK13,KLK-L4
kallikrein related peptidase 14	ENSG00000129437	KLK14	KLK14,KLK-L6
kallikrein related peptidase 9	ENSG00000213022	KLK9	KLK9,KLK-L3
leucine rich repeats and immunoglobulin like domains 3	ENSG00000139263	LRIG3	LRIG3,FLJ90440,KIAA3016
LDL receptor related protein 1B	ENSG00000168702	LRP1B	LRP1B,LRP-DIT,LRPDIT
transient receptor potential cation channel subfamily M member 8	ENSG00000144481	TRPM8	TRPM8
trophinin	ENSG00000067445	TRO	TRO,MAGE-D3,KIAA1114,MAGED3
modulator of apoptosis 1	ENSG00000165943	MOAP1	MOAP1,MAP-1,PNMA4
Ras association domain family member 5	ENSG00000266094	RASSF5	RASSF5,MAXP1,NORE1,RAPL
MYC associated zinc finger protein	ENSG00000103495	MAZ	MAZ,ZF87,PUR-1,ZIF87,ZNF801
methyl-CpG binding domain 4, DNA glycosylase	ENSG00000129071	MBD4	MBD4,MED1
syndecan binding protein	ENSG00000137575	SDCBP	SDCBP,SYCL,MDA-9
slit guidance ligand 3	ENSG00000184347	SLIT3	SLIT3,SLIL2,SLIT2,MEGF5,SLIT1,SLIT-3
microRNA 100	ENSG00000207994	MIR100	MIR100,MIRN100,HSA-MIR-100
microRNA 106b	ENSG00000208036	MIR106B	MIR106B,MIRN106B,HSA-MIR-106B
microRNA 107	ENSG00000198997	MIR107	MIR107,MIRN107,HSA-MIR-107
microRNA 122	ENSG00000284440	MIR122	MIR122,MIRN122A,MIRN122,HSA-MIR-122A,HSA-MIR-122
microRNA 126	ENSG00000199161	MIR126	MIR126,MIRN126,HSA-MIR-126
microRNA 133b	ENSG00000199080	MIR133B	MIR133B,MIRN133B,HSA-MIR-133B
microRNA 135a-1	ENSG00000207926	MIR135A1	MIR135A1,MIRN135-1,MIRN135A1,HSA-MIR-135-1,HSA-MIR-135A-1
microRNA 141	ENSG00000207708	MIR141	MIR141,MIRN141,HSA-MIR-141
microRNA 143	ENSG00000284182	MIR143	MIR143,MIRN143,HSA-MIR-143
microRNA 145	ENSG00000276365	MIR145	MIR145,MIRN145,HSA-MIR-145,MIR-145
microRNA 146b	ENSG00000202569	MIR146B	MIR146B,MIRN146B,HSA-MIR-146B
microRNA 150	ENSG00000207782	MIR150	MIR150,MIRN150,HSA-MIR-150
microRNA 183	ENSG00000207691	MIR183	MIR183,MIRN183,HSA-MIR-183
microRNA 191	ENSG00000207605	MIR191	MIR191,MIRN191,HSA-MIR-191
microRNA 196b	ENSG00000283745	MIR196B	MIR196B,MIRN196B,HSA-MIR-196B
microRNA 200a	ENSG00000207607	MIR200A	MIR200A,MIRN200A,HSA-MIR-200A
microRNA 200b	ENSG00000207730	MIR200B	MIR200B,MIRN200B,HSA-MIR-200B
microRNA 200c	ENSG00000207713	MIR200C	MIR200C,MIRN200C,HSA-MIR-200C
microRNA 211	ENSG00000207702	MIR211	MIR211,MIRN211,HSA-MIR-211
microRNA 22	ENSG00000283824	MIR22	MIR22,MIRN22,HSA-MIR-22
microRNA 23a	ENSG00000207980	MIR23A	MIR23A,MIRN23A,HSA-MIR-23A
microRNA 26a-1	ENSG00000199075	MIR26A1	MIR26A1,MIRN26A1,HSA-MIR-26A-1
microRNA 27a	ENSG00000207808	MIR27A	MIR27A,MIRN27A,HSA-MIR-27A
microRNA 296	ENSG00000284040	MIR296	MIR296,MIRN296,HSA-MIR-296
microRNA 30a	ENSG00000207827	MIR30A	MIR30A,MIRN30A,HSA-MIR-30A
microRNA 331	ENSG00000199172	MIR331	MIR331,MIRN331,HSA-MIR-331
microRNA 373	ENSG00000199143	MIR373	MIR373,MIRN373,HSA-MIR-373
microRNA 429	ENSG00000198976	MIR429	MIR429,MIRN429,HSA-MIR-429
microRNA 449a	ENSG00000198983	MIR449A	MIR449A,MIRN449,MIRN449A,HSA-MIR-449,HSA-MIR-449A
microRNA 744	ENSG00000266297	MIR744	MIR744,MIRN744,HSA-MIR-744
matrix metallopeptidase 15	ENSG00000102996	MMP15	MMP15,MT2-MMP,MTMMP2,SMCP-2
matrix metallopeptidase 19	ENSG00000123342	MMP19	MMP19,MMP18,RASI-1
matrix metallopeptidase 26	ENSG00000167346	MMP26	MMP26,ENDOMETASE,MGC126590,MGC126592
ribosomal protein S27	ENSG00000177954	RPS27	RPS27,MPS-1,MPS1,S27
Nanog homeobox	ENSG00000111704	NANOG	NANOG,FLJ12581,FLJ40451
phospholipase C gamma 1	ENSG00000124181	PLCG1	PLCG1,PLC1,PLC148,PLC-II,PLCGAMMA1,NCKAP3
proprotein convertase subtilisin/kexin type 1	ENSG00000175426	PCSK1	PCSK1,NEC1,PC1,PC3,SPC3
neurotensin receptor 1	ENSG00000101188	NTSR1	NTSR1,NTR
NUMB, endocytic adaptor protein	ENSG00000133961	NUMB	NUMB,C14ORF41
shugoshin 1	ENSG00000129810	SGO1	SGO1,SGOL1,NY-BR-85
ORAI calcium release-activated calcium modulator 3	ENSG00000175938	ORAI3	ORAI3,TMEM142C,MGC13024
proprotein convertase subtilisin/kexin type 6	ENSG00000140479	PCSK6	PCSK6,PACE4,SPC4
p21 (RAC1) activated kinase 2	ENSG00000180370	PAK2	PAK2,PAK65,PAKGAMMA
tankyrase	ENSG00000173273	TNKS	TNKS,TIN1,TINF1,TNKS1,PARP-5A,PARP5A,PART5
polycystin 1, transient receptor potential channel interacting	ENSG00000008710	PKD1	PKD1,PBP,PC-1,TRPP1
proprotein convertase subtilisin/kexin type 4	ENSG00000115257	PCSK4	PCSK4,PC4,SPC5,DKFZP434B217,MGC34749
proprotein convertase subtilisin/kexin type 5	ENSG00000099139	PCSK5	PCSK5,PC5,PC6,SPC6
programmed cell death 5	ENSG00000105185	PDCD5	PDCD5,TFAR19,MGC9294
6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	ENSG00000123836	PFKFB2	PFKFB2
6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	ENSG00000114268	PFKFB4	PFKFB4
vasoactive intestinal peptide	ENSG00000146469	VIP	VIP
phosphatidylinositol-5-phosphate 4-kinase type 2 alpha	ENSG00000150867	PIP4K2A	PIP4K2A,PIP5K2A,PIP5KIIA,PIP5KIIALPHA
phosphatidylinositol-4-phosphate 5-kinase type 1 alpha	ENSG00000143398	PIP5K1A	PIP5K1A
phospholipase D2	ENSG00000129219	PLD2	PLD2
voltage dependent anion channel 1	ENSG00000213585	VDAC1	VDAC1,MGC111064,PORIN
ribosomal protein S6 kinase A6	ENSG00000072133	RPS6KA6	RPS6KA6,RSK4
protein phosphatase 1 regulatory subunit 9B	ENSG00000108819	PPP1R9B	PPP1R9B,PPP1R6,PPP1R9,SPN,SPINO
urotensin 2	ENSG00000049247	UTS2	UTS2,UII,U-II,UCN2,PRO1068
serine peptidase inhibitor, Kazal type 1	ENSG00000164266	SPINK1	SPINK1,SPINK3,PCTT,PSTI,TATI
protein tyrosine phosphatase, non-receptor type 1	ENSG00000196396	PTPN1	PTPN1,PTP1B
ribonucleotide reductase regulatory subunit M2	ENSG00000171848	RRM2	RRM2
RAB31, member RAS oncogene family	ENSG00000168461	RAB31	RAB31,RAB22B
regulator of G protein signaling 17	ENSG00000091844	RGS17	RGS17,RGSZ2,RGS-17
Rho related BTB domain containing 3	ENSG00000164292	RHOBTB3	RHOBTB3,KIAA0878
ring finger protein 11	ENSG00000123091	RNF11	RNF11,CGI-123,SID1669P,MGC51169
Rho associated coiled-coil containing protein kinase 2	ENSG00000134318	ROCK2	ROCK2
S100 calcium binding protein A1	ENSG00000160678	S100A1	S100A1,S100A,S100-ALPHA
S100P binding protein	ENSG00000116497	S100PBP	S100PBP,FLJ12903,S100PBPR
SAM and SH3 domain containing 1	ENSG00000111961	SASH1	SASH1,KIAA0790,DJ323M4.1,SH3D6A
selenoprotein F	ENSG00000183291	SELENOF	SELENOF,15-Sep
selenoprotein P	ENSG00000250722	SELENOP	SELENOP,SEPP1,SEP,SELP,SEPP
serum/glucocorticoid regulated kinase 1	ENSG00000118515	SGK1	SGK1,SGK
siah E3 ubiquitin protein ligase 1	ENSG00000196470	SIAH1	SIAH1,HSIAH1
solute carrier family 39 member 1	ENSG00000143570	SLC39A1	SLC39A1,ZIRTL,ZIP1
slit guidance ligand 2	ENSG00000145147	SLIT2	SLIT2,SLIL3,SLIT-2
sprouty RTK signaling antagonist 1	ENSG00000164056	SPRY1	SPRY1,HSPRY1
steroid 5 alpha-reductase 2	ENSG00000277893	SRD5A2	SRD5A2
signal transducer and activator of transcription 2	ENSG00000170581	STAT2	STAT2,STAT113
transaldolase 1	ENSG00000177156	TALDO1	TALDO1
WW domain containing transcription regulator 1	ENSG00000018408	WWTR1	WWTR1,TAZ,DKFZP586I1419
T-box 3	ENSG00000135111	TBX3	TBX3,UMS,TBX3-ISO,XHL
telomeric repeat binding factor 2	ENSG00000132604	TERF2	TERF2,TRBF2,TRF2
transforming growth factor beta receptor associated protein 1	ENSG00000135966	TGFBRAP1	TGFBRAP1,TRAP-1,TRAP1,VPS3
transient receptor potential cation channel subfamily V member 2	ENSG00000187688	TRPV2	TRPV2,VRL,VRL-1,VRL1
ubiquitin specific peptidase 1	ENSG00000162607	USP1	USP1
vaccinia related kinase 2	ENSG00000028116	VRK2	VRK2
yippee like 3	ENSG00000090238	YPEL3	YPEL3,MGC10500
zinc finger protein X-linked	ENSG00000005889	ZFX	ZFX,ZNF926
APOBEC1 complementation factor	ENSG00000148584	A1CF	A1CF,ACF,ASP,ACF64,ACF65,APOBEC1CF
ankyrin 1	ENSG00000029534	ANK1	ANK1,ANK,SPH1
apolipoprotein B mRNA editing enzyme catalytic subunit 3B	ENSG00000179750	APOBEC3B	APOBEC3B,PHRBNL,FLJ21201
Rho GTPase activating protein 5	ENSG00000100852	ARHGAP5	ARHGAP5,GFI2,RHOGAP5,P190-B,P190BRHOGAP
Rho guanine nucleotide exchange factor 10	ENSG00000104728	ARHGEF10	ARHGEF10,KIAA0294,GEF10
Rho guanine nucleotide exchange factor 10 like	ENSG00000074964	ARHGEF10L	ARHGEF10L,FLJ10521,KIAA1626
additional sex combs like 2, transcriptional regulator	ENSG00000143970	ASXL2	ASXL2,ASXH2,FLJ10898,KIAA1685
ATPase Na+/K+ transporting subunit alpha 1	ENSG00000163399	ATP1A1	ATP1A1
ATPase plasma membrane Ca2+ transporting 3	ENSG00000067842	ATP2B3	ATP2B3,SCAX1,CLA2,PMCA3,CFAP39
bromodomain adjacent to zinc finger domain 1A	ENSG00000198604	BAZ1A	BAZ1A,HACF1,ACF1,WALP1,WCRF180
B cell CLL/lymphoma 9 like	ENSG00000186174	BCL9L	BCL9L,DLNB11
BCL6 corepressor like 1	ENSG00000085185	BCORL1	BCORL1,CXORF10,FLJ11362
bone morphogenetic protein 5	ENSG00000112175	BMP5	BMP5
WD repeat and coiled coil containing	ENSG00000163026	WDCP	WDCP,C2ORF44,FLJ21945
calcium voltage-gated channel subunit alpha1 D	ENSG00000157388	CACNA1D	CACNA1D,CCHL1A2,CACNL1A2,CAV1.3,CACH3,CACN4
caspase 3	ENSG00000164305	CASP3	CASP3,CPP32,CPP32B,YAMA,APOPAIN
C-C motif chemokine receptor 4	ENSG00000183813	CCR4	CCR4,CC-CKR-4,CMKBR4,CKR4,K5-5,CHEMR13,CD194
CD209 molecule	ENSG00000090659	CD209	CD209,DC-SIGN,CDSIGN,DC-SIGN1,CLEC4L
CD28 molecule	ENSG00000178562	CD28	CD28
cyclin dependent kinase 12	ENSG00000167258	CDK12	CDK12,CRKRS,CRK7,CRKR,KIAA0904
centrosomal protein 89	ENSG00000121289	CEP89	CEP89,CCDC123,FLJ14640
chromodomain helicase DNA binding protein 4	ENSG00000111642	CHD4	CHD4,MI-2B,MI2-BETA
CAP-Gly domain containing linker protein 1	ENSG00000130779	CLIP1	CLIP1,RSN,CYLN1,CLIP170,CLIP,CLIP-170
cyclic nucleotide binding domain containing 1	ENSG00000176571	CNBD1	CNBD1,FLJ35802
CCR4-NOT transcription complex subunit 3	ENSG00000088038	CNOT3	CNOT3,NOT3,NOT3H,KIAA0691,LENG2
contactin associated protein like 2	ENSG00000174469	CNTNAP2	CNTNAP2,CASPR2,KIAA0868,NRXN4
collagen type II alpha 1 chain	ENSG00000139219	COL2A1	COL2A1,SEDC,AOM,STL1
collagen type III alpha 1 chain	ENSG00000168542	COL3A1	COL3A1,EDS4A
cytoplasmic polyadenylation element binding protein 3	ENSG00000107864	CPEB3	CPEB3,KIAA0940
crooked neck pre-mRNA splicing factor 1	ENSG00000101343	CRNKL1	CRNKL1,CRN,CLF,SYF3,CLF1
catenin alpha 2	ENSG00000066032	CTNNA2	CTNNA2,CAP-R,CT114
cullin 3	ENSG00000036257	CUL3	CUL3
C-X-C motif chemokine receptor 4	ENSG00000121966	CXCR4	CXCR4,LESTR,NPY3R,HM89,NPYY3R,D2S201E,FUSIN,HSY3RR,NPYR,CD184
cytochrome P450 family 2 subfamily C member 8	ENSG00000138115	CYP2C8	CYP2C8,CPC8
cysteinyl leukotriene receptor 2	ENSG00000152207	CYSLTR2	CYSLTR2,CYSLT(2),CYSLT2R
DDB1 and CUL4 associated factor 12 like 2	ENSG00000198354	DCAF12L2	DCAF12L2,WDR40C
dynactin subunit 1	ENSG00000204843	DCTN1	DCTN1
discoidin domain receptor tyrosine kinase 2	ENSG00000162733	DDR2	DDR2,TYRO10,NTRKR3,TKT
DEAD-box helicase 3 X-linked	ENSG00000215301	DDX3X	DDX3X,DDX3,DBX,HLP2,DDX14
DGCR8, microprocessor complex subunit	ENSG00000128191	DGCR8	DGCR8,C22ORF12,DGCRK6,GY1,PASHA
DnaJ heat shock protein family (Hsp40) member B1	ENSG00000132002	DNAJB1	DNAJB1,HSPF1,HSP40,SIS1,RSPH16B
dynamin 2	ENSG00000079805	DNM2	DNM2,DYNII,DYN2,CMTDIB,CMTDI1,DI-CMTB,CMT2M
drosha ribonuclease III	ENSG00000113360	DROSHA	DROSHA,RNASEN,RNASE3L,ETOHI2,HSA242976,RN3
double homeobox 4 like 1	ENSG00000260596	DUX4L1	DUX4L1,DUX4
epithelial cell transforming 2 like	ENSG00000203734	ECT2L	ECT2L,C6ORF91,ARHGEF32,FBXO49,LFDH
embryonic ectoderm development	ENSG00000074266	EED	EED,WAIT-1,HEED
E74 like ETS transcription factor 3	ENSG00000163435	ELF3	ELF3,ESX,EPR-1,ESE-1,ERT
ethanolamine kinase 1	ENSG00000139163	ETNK1	ETNK1,EKI1,EKI
ezrin	ENSG00000092820	EZR	EZR,VIL2
family with sequence similarity 131 member B	ENSG00000159784	FAM131B	FAM131B,KIAA0773
family with sequence similarity 135 member B	ENSG00000147724	FAM135B	FAM135B,C8ORFK32
terminal nucleotidyltransferase 5C	ENSG00000183508	TENT5C	TENT5C,FAM46C,FLJ20202
family with sequence similarity 47 member C	ENSG00000198173	FAM47C	FAM47C
FAT atypical cadherin 3	ENSG00000165323	FAT3	FAT3,KIAA1989,CDHF15,CDHR10
FAT atypical cadherin 4	ENSG00000196159	FAT4	FAT4,CDHF14,FAT-J,CDHR11
FK506 binding protein 9	ENSG00000122642	FKBP9	FKBP9,FKBP60,FKBP63
filamin A	ENSG00000196924	FLNA	FLNA,FLN1,FLN,OPD2,OPD1,ABP-280
fms related tyrosine kinase 4	ENSG00000037280	FLT4	FLT4,VEGFR3,PCL
forkhead box R1	ENSG00000176302	FOXR1	FOXR1,DLNB13,FOXN5
glutamate ionotropic receptor NMDA type subunit 2A	ENSG00000183454	GRIN2A	GRIN2A,NMDAR2A,GLUN2A
glutamate metabotropic receptor 3	ENSG00000198822	GRM3	GRM3,GPRC1C,MGLU3,MGLUR3
H3 histone family member 3B	ENSG00000132475	H3-3B	H3-3B,H3.3B
hypoxia inducible factor 1 subunit alpha	ENSG00000100644	HIF1A	HIF1A,MOP1,HIF-1ALPHA,PASD8,HIF1,BHLHE78
major histocompatibility complex, class I, A	ENSG00000206503	HLA-A	HLA-A
insulin like growth factor 2 mRNA binding protein 2	ENSG00000073792	IGF2BP2	IGF2BP2,IMP-2
inhibitor of nuclear factor kappa B kinase subunit beta	ENSG00000104365	IKBKB	IKBKB,IKK2,NFKBIKB,IKK-BETA,IKKB
insulin receptor substrate 4	ENSG00000133124	IRS4	IRS4,PY160,IRS-4
intestine specific homeobox	ENSG00000175329	ISX	ISX,RAXLX
integrin subunit alpha V	ENSG00000138448	ITGAV	ITGAV,VNRA,MSK8,VTNR,CD51
lysine acetyltransferase 7	ENSG00000136504	KAT7	KAT7,MYST2,HBOA,HBO1,ZC2HC7
potassium voltage-gated channel subfamily J member 5	ENSG00000120457	KCNJ5	KCNJ5,KIR3.4,CIR,KATP1,GIRK4,LQT13
shootin 1	ENSG00000187164	SHTN1	SHTN1,KIAA1598,SHOOTIN1,SHOOTIN-1
kinesin family member 5B	ENSG00000170759	KIF5B	KIF5B,KNS1,KNS
kinetochore localized astrin (SPAG5) binding protein	ENSG00000128944	KNSTRN	KNSTRN,C15ORF23,FLJ14502,SKAP,KINASTRIN,TRAF4AF1
La ribonucleoprotein domain family member 4B	ENSG00000107929	LARP4B	LARP4B,KIAA0217,LARP5
leptin receptor overlapping transcript like 1	ENSG00000104660	LEPROTL1	LEPROTL1,MY047,VPS55
lamin A/C	ENSG00000160789	LMNA	LMNA,LMN1,CMD1A,LGMD1B,PRO1,LMNL1,HGPS,MADA
LSM14A, mRNA processing body assembly factor	ENSG00000257103	LSM14A	LSM14A,C19ORF13,FAM61A,DKFZP434D1335,RAP55A,RAP55
leucine zipper like transcription regulator 1	ENSG00000099949	LZTR1	LZTR1,LZTR-1,BTBD29
mitogen-activated protein kinase kinase 2	ENSG00000126934	MAP2K2	MAP2K2,PRKMK2,MEK2
mitogen-activated protein kinase kinase kinase 13	ENSG00000073803	MAP3K13	MAP3K13,LZK,MEKK13
Mab-21 domain containing 2	ENSG00000180611	MB21D2	MB21D2,C3ORF59
O-6-methylguanine-DNA methyltransferase	ENSG00000170430	MGMT	MGMT
myosin VA	ENSG00000197535	MYO5A	MYO5A,MYH12,MYO5,GS1,MYR12
NEDD4 binding protein 2	ENSG00000078177	N4BP2	N4BP2,B3BP
neurobeachin	ENSG00000172915	NBEA	NBEA,KIAA1544,BCL8B,FLJ10197,LYST2
neuregulin 1	ENSG00000157168	NRG1	NRG1,HGL,NRG1-IT2,HRG,NDF,GGF
5'-nucleotidase, cytosolic II	ENSG00000076685	NT5C2	NT5C2,NT5B,PNT5,GMP,CN-II,SPG65
nth like DNA glycosylase 1	ENSG00000065057	NTHL1	NTHL1,NTH1,OCTS3
NUT family member 2A	ENSG00000184923	NUTM2A	NUTM2A,FAM22A
poly(A) binding protein cytoplasmic 1	ENSG00000070756	PABPC1	PABPC1,PAB1,PABPC2,PABP1,PABPL1
poly(rC) binding protein 1	ENSG00000169564	PCBP1	PCBP1,HNRPE1,HNRNP-E1,HNRPX,HNRNP-X
phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	ENSG00000051382	PIK3CB	PIK3CB,PIK3C1
DNA polymerase delta 1, catalytic subunit	ENSG00000062822	POLD1	POLD1,POLD,CDC2
DNA polymerase epsilon, catalytic subunit	ENSG00000177084	POLE	POLE,POLE1
